ID,Title,Artist,Genres,Location,Latitude,Longitude,Tempo,Year
SOBUVXZ12AC9075605,Calm Down Dad,Helen Love,"['00s', '80s', '90s', 'alternative', 'alternative dance', 'alternative rock', 'british', 'british pop', 'bubblegum', 'bubblegum pop', 'dance-punk', 'disco', 'downtempo', 'electro', 'electronic', 'electronica', 'emusic', 'experimental', 'female', 'female vocalist', 'female vocals', 'garage rock', 'happy hardcore', 'indie', 'indie pop', 'indie rock', 'lo-fi', 'oi', 'pop', 'pop punk', 'pop rock', 'power pop', 'punk', 'punk pop', 'rock', 'spain', 'synth', 'synth punk', 'synthpop', 'twee', 'twee pop']","Cardiff, Wales",51.48126,-3.18067,205,0
SOEUWYJ12A8C144BE8,Intro/Whatcha Gonna Do about It,Humble Pie,"['60s', '70s', '80s', 'acoustic', 'alternative', 'alternative rock', 'american', 'blues', 'blues-rock', 'british', 'canadian', 'classic', 'classic rock', 'country rock', 'electronic', 'electronica', 'emo', 'england', 'english', 'funk', 'garage', 'garage rock', 'guitar', 'hard rock', 'heavy metal', 'indie', 'jazz', 'latin', 'metal', 'new wave', 'oldies', 'pop', 'progressive', 'progressive rock', 'psychedelic', 'psychedelic rock', 'punk', 'r&b', 'rock', ""rock 'n roll"", 'sexy', 'singer-songwriter', 'soul', 'southern rock']","Essex, England",51.77045,0.64255,94,0
SOOCGEI12A6D4F9624,Walking To Jerusalem,Tracy Byrd,"['80s', '90s', 'acoustic', 'alternative', 'americana', 'blues', 'classic rock', 'contemporary country', 'country', 'country pop', 'country rock', 'disco', 'easy listening', 'emo', 'female', 'female vocalist', 'folk', 'gothic', 'guitar', 'hip hop', 'honky tonk', 'jazz', 'male', 'nashville', 'new traditionalist', 'new wave', 'pop', 'punk', 'r&b', 'rap', 'rock', 'singer', 'soul', 'swedish', 'texas']","Vidor, TX",,,117,1996
SOAQLJU12AB0185B2A,High Horse,Workhorse,"['alternative', 'alternative rock', 'dirty south rap', 'doom metal', 'hip hop', 'metal', 'rap', 'rock', 'stoner', 'stoner metal', 'stoner rock']",Mississippi,32.58507,-89.87374,85,2007
SOWEZSI12A81C21CE6,Tu Quieres Volver,Gipsy Kings,"['acoustic', 'acoustic guitar', 'cante jondo', 'contemporary flamenco', 'cover', 'drums', 'electronic', 'flamenco', 'folk', 'french', 'guitar', 'latin', 'pop', 'progressive', 'rock', 'rumba', 'salsa', 'soul', 'soundtrack', 'spanish', 'spanish folk']","Arles, France",,,165,1987
SOMXAFA12AB018C537,Romanza,Hard Romantic,"['ambient', 'classical', 'electronic', 'electronica', 'new age', 'nu jazz', 'romantic', 'urban', 'voice']",,,,82,0
SOFXZWI12AB0180B8D,Brampton To Roadhead,Gathering,"['90s', 'alternative', 'alternative metal', 'alternative rock', 'ambient', 'beautiful', 'chill-out', 'dark wave', 'death metal', 'doom metal', 'dream pop', 'dreamy', 'dutch', 'electronic', 'ethereal', 'experimental', 'female', 'female fronted', 'female fronted metal', 'female vocalist', 'female vocals', 'gothic', 'gothic metal', 'gothic rock', 'hard rock', 'heavy metal', 'indie', 'melancholia', 'melodic metal', 'metal', 'nederland', 'pop', 'post rock', 'progressive', 'progressive metal', 'progressive rock', 'psychedelic', 'psychedelic rock', 'rock', 'symphonic metal', 'trip hop', 'trip rock']",,,,95,0
SOGZRCP12AC960D91D,Bigbigkiss,Helen Love,"['00s', '80s', '90s', 'alternative', 'alternative dance', 'alternative rock', 'british', 'british pop', 'bubblegum', 'bubblegum pop', 'dance-punk', 'disco', 'downtempo', 'electro', 'electronic', 'electronica', 'emusic', 'experimental', 'female', 'female vocalist', 'female vocals', 'garage rock', 'happy hardcore', 'indie', 'indie pop', 'indie rock', 'lo-fi', 'oi', 'pop', 'pop punk', 'pop rock', 'power pop', 'punk', 'punk pop', 'rock', 'spain', 'synth', 'synth punk', 'synthpop', 'twee', 'twee pop']","Cardiff, Wales",51.48126,-3.18067,162,2000
SOHGUVY12A6D4FD2D5,Cable,Languis,"['acoustic', 'ambient', 'argentina', 'baroque', 'brazilian', 'chant', 'chill-out', 'choir', 'cover', 'disco', 'dj', 'downbeat', 'downtempo', 'dream pop', 'dreamy', 'electronic', 'electronica', 'folktronica', 'french', 'glitch', 'instrumental post rock', 'intelligent dance music', 'los angeles', 'madrigal', 'mix', 'netaudio', 'noise pop', 'pop', 'post rock', 'reggae', 'remix', 'rock', 'ska']",,,,127,0
SOQLXRZ12AC468BC3F,Dragonfly,Connemara Stone Company,"['celtic', 'celtic folk', 'celtic rock', 'country', 'folk', 'folk rock', 'german', 'jig', 'relax', 'rock']",,,,123,0
SOQBYJC12A8C1358D9,To Go Home,Daniel Johnston,"['alternative', 'folk', 'indie rock', 'lo-fi', 'pop', 'pop rock', 'power pop', 'progressive rock', 'rock', 'singer-songwriter', 'soundtrack']","Sacramento, CA",,,131,1982
SOFPBVZ12A8C135C19,Bodyfly (Dynamix original version),Dynamix,"['beatport download', 'breakbeat', 'club dance', 'east coast', 'electronic', 'female vocalist', 'goa', 'goa trance', 'hip hop', 'house', 'jazz', 'progressive house', 'psychedelic trance', 'rap', 'techno']",NY - New York City,,,85,0
SOUKRER12A8C13BDE1,Duh Duh Da,Lidell Townsell,"['acid', 'acid house', 'acid jazz', 'blues', 'canada', 'club dance', 'dance', 'deep house', 'disco', 'electronic', 'french', 'garage house', 'hard house', 'hip hop', 'hip house', 'house', 'jazzdance', 'lo-fi', 'rock', 'sexy', 'techno', 'trax records', 'tribal house', 'united states']",,,,125,0
SOWNKBE12A67FFB39F,Get 'em,Redman / Saukrates / Icadon,"['beats', 'comedy', 'east coast rap', 'funk', 'hardcore', 'hardcore rap', 'hip hop', 'lyrical', 'rap', 'raw', 'reggae', 'soul']","Newark, NJ",,,231,0
SOJCRCO12A6D4F89BA,Intro,DJ Clue / P. Diddy,"['bounce', 'canada', 'def jam', 'dj', 'downtempo', 'drum and bass', 'east coast rap', 'electronic', 'european', 'funk soul', 'gangsta', 'garage rock', 'hip hop', 'house', 'new york', 'new york city', 'pop', 'pop rap', 'queens', 'rap', 'rap - hip hop', 'rock', 'united states']","New York, NY [Queens]",,,81,1998
SOTAEHU12A8AE47888,September Song,The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith,"['bebop', 'chamber jazz', 'drums', 'fusion', 'hard bop', 'instrumental', 'jazz', 'post-bop', 'smooth jazz', 'soul jazz', 'united states']",,,,67,1997
SOWZVLJ12A58A7C2C8,Jesus_ Lover Of My Soul (Bonus Stereo Trax),Passion,"['80s metal', 'alternative', 'ccm', 'christian', 'christian rock', 'club dance', 'contemporary christian', 'electronic', 'funk', 'funk soul', 'germany', 'gospel', 'hair metal', 'hard rock', 'hardcore', 'hip hop', 'metal punk', 'praise & worship', 'rock', 'soul', 'united states', 'urban', 'worship music']",Florida,27.9758,-81.54106,114,0
SOVTFUO12A6310D813,The Invasion (Aka Black Wa Da Da),Burning Spear,"['70s', 'acoustic', 'canada', 'chill-out', 'dancehall', 'dub', 'electro', 'electronic', 'ethnic', 'european', 'folk', 'french', 'germany', 'goa', 'groove', 'hip hop', 'humorous', 'jamaica', 'jamaican', 'japan', 'jazz', 'latin', 'lounge', 'lovers rock', 'male vocalist', 'political reggae', 'pop', 'psychedelic trance', 'raga', 'rap', 'reggae', 'rock', 'rock steady', 'roots', 'roots reggae', 'singer', 'singer-songwriter', 'ska', 'song writer', 'trance', 'united states', 'world', 'world music']",NY - Long Island,,,146,0
SOKWBGF12AC3DFB033,East West,Thomas Battenstein,['guitar'],,,,134,0
SOHKXAC12A58A7F6E5,IV,From Autumn To Ashes,"['alternative', 'alternative metal', 'alternative rock', 'black metal', 'blues', 'blues-rock', 'christian hardcore', 'classic rock', 'club', 'dance', 'dark wave', 'death metal', 'disco house', 'electronic', 'emo', 'emocore', 'experimental', 'gothic metal', 'grindcore', 'grunge', 'hard rock', 'hardcore', 'hardcore punk', 'heavy metal', 'indie', 'indie pop', 'indie rock', 'industrial metal', 'melodic black metal', 'melodic hardcore', 'melodic metalcore', 'metal', 'metalcore', 'new wave', 'nu metal', 'pop', 'pop punk', 'post-hardcore', 'progressive metal', 'progressive rock', 'psychobilly', 'punk', 'rapcore', 'rock', 'screamo', 'ska', 'soundtrack', 'stoner rock']","Long Island, NY",,,97,2002
SOUEARP12A58A7D643,Tables Turn,Ann Nesby,"['90s', 'adult contemporary', 'american', 'black gospel', 'christian', 'contemporary gospel', 'disco', 'disco house', 'diva', 'female vocalist', 'georgia', 'gospel', 'industrial', 'pop', 'r&b', 'singer-songwriter', 'smooth soul', 'soul', 'soulful house', 'southern soul', 'spiritual', 'united states', 'urban']","Joliet, IL &amp; Atlanta, GA",33.74831,-84.39111,88,0
SOMVAUS12AB017D665,Motivator,Midwest Product,"['abstract', 'alternative', 'alternative rock', 'ambient', 'american', 'bass', 'beats', 'breakbeat', 'breakcore', 'chill-out', 'detroit', 'downtempo', 'drum and bass', 'drums', 'electro', 'electro rock', 'electro-acoustic', 'electroclash', 'electronic', 'electronica', 'electropop', 'experimental', 'glitch', 'guitar', 'hip hop', 'house', 'indie', 'indie pop', 'indie rock', 'indietronica', 'instrumental rock', 'intelligent dance music', 'michigan', 'minimal', 'oldies', 'post rock', 'punk', 'reggae', 'rock', 'synth', 'synthpop', 'techno', 'trip hop', 'united states']","Ann Arbor, MI",42.32807,-83.7336,141,2003
SOHBHOE12AB01840A9,La petite boite en fer,Mademoiselle Sane,"['alternative rock', 'ambient', 'beautiful', 'cabaret', 'chanson', 'electronic', 'experimental', 'female vocalist', 'french', 'rock', 'synthpop']",,,,63,0
SOIVZJD12AB0182EDD,Heal (The Separation) [PM Dawn Alt. Lead Mix],The Shamen,"['alternative rock', 'ambient', 'big beat', 'breakbeat', 'classic rock', 'dance', 'dance rock', 'deep house', 'disco', 'downtempo', 'drum and bass', 'dub', 'electro', 'electronic', 'electronica', 'europop', 'experimental', 'folk rock', 'gabba', 'hard house', 'hard trance', 'hardcore', 'hip hop', 'hip house', 'house', 'indie rock', 'industrial', 'jungle music', 'new beat', 'new wave', 'pop', 'pop rap', 'pop rock', 'progressive house', 'progressive trance', 'psychedelic rock', 'rave', 'reggae', 'rock', 'soft rock', 'speed garage', 'synthpop', 'tech house', 'techno', 'trance', 'tribal house', 'trip hop', 'uk garage']","Aberdeen, Scotland",57.15382,-2.10679,110,1996
SOKHYFG12A63110822,Rock The House (Explicit),Gorillaz,"['00s', 'alternative', 'alternative hip hop', 'alternative pop rock', 'alternative rap', 'alternative rock', 'ambient', 'british', 'classic rock', 'downtempo', 'dub', 'easy listening', 'electro', 'electronic', 'electronica', 'emo', 'experimental', 'funk', 'grunge', 'hard rock', 'hip hop', 'indie', 'indie pop', 'indie rock', 'instrumental', 'jazz', 'new wave', 'pop', 'pop rap', 'pop rock', 'progressive rock', 'psychedelic', 'punk', 'rap', 'reggae', 'rock', 'soundtrack', 'techno', 'trip hop', 'underground rap']",,,,172,2001
SOEFJXQ12A670200C8,Carol of the Bells (Album Version),Danny Wright,"['acoustic', 'adult contemporary', 'ambient', 'american', 'blues', 'chill-out', 'christmas music', 'classic', 'classical', 'contemporary', 'contemporary instrumental', 'country', 'easy listening', 'guitar', 'healing', 'holiday', 'instrumental', 'jazz', 'male', 'meditation', 'neoclassical', 'new age', 'peaceful', 'pianist', 'piano', 'pop', 'relax', 'rock', 'solo']",Texas,31.1689,-100.07715,96,0
SOSSDRI12A8C13B97E,Cuatro Estrofas,Sandra Mihanovich,"['adult contemporary', 'argentina', 'argentinos', 'disco', 'latin pop', 'latino', 'los angeles', 'rock', 'singer', 'soul']",,,,122,1994
SOIZLKI12A6D4F7B61,Supermassive Black Hole (Album Version),Muse,"['00s', 'alternative', 'alternative metal', 'alternative pop rock', 'alternative rock', 'art rock', 'ballad', 'electronic', 'electronica', 'emo', 'experimental', 'grunge', 'hard rock', 'heavy metal', 'indie', 'indie pop', 'indie rock', 'jazz', 'male vocalist', 'metal', 'new wave', 'piano rock', 'pop', 'pop rock', 'post rock', 'progressive', 'progressive rock', 'psychedelic rock', 'punk', 'rap', 'rock', 'soundtrack']",UK,54.31407,-2.23001,120,0
SOADJAQ12A8C13F520,Song Without End,Paul Avgerinos,"['abstract', 'ambient', 'chill-out', 'creative commons', 'electronic', 'ethnic', 'ethnic fusion', 'experimental', 'fusion', 'guitar', 'magnatune', 'modern classical', 'native american', 'new age', 'progressive electronic', 'relax', 'relaxation', 'soundscape', 'space ambient', 'united states', 'world', 'world fusion', 'world reggae']",,,,91,2004
SOSYGHA12AB0186AEC,Le Chat du Café des Artistes,Charlotte Gainsbourg,"['alternative', 'classic', 'composer', 'duo', 'eclectic', 'electronic', 'electronica', 'experimental', 'french pop', 'guitar', 'indie', 'melancholia', 'melodic', 'old', 'piano', 'pop', 'quiet', 'rock', 'sexy', 'song writer', 'soundtrack', 'vocal']",,,,150,2009
SOKTKHO12A58A7CDA5,Climax (Instrumental Mix),Slum Village,"['00s', '90s', 'alternative', 'alternative hip hop', 'alternative rap', 'american', 'beat', 'classic', 'detroit', 'electronica', 'energetic', 'funk', 'hardcore rap', 'hip hop', 'indie', 'instrumental', 'jazz', 'michigan', 'midwest rap', 'neo soul', 'ninja tune', 'producer', 'punk', 'r&b', 'rap', 'reggae', 'remix', 'rock', 'smooth', 'soul', 'trip hop', 'underground', 'underground hip hop', 'underground rap', 'urban']",Detroit MI,,,96,0
SOKFHLV12AB0187A2F,Y.O.U. (Album Version),Lonestar,"['contemporary country', 'country', 'country pop', 'crossover', 'duo', 'group', 'guitar', 'pop', 'rock', 'slow', 'up beat', 'vocalist']",,,,125,0
SOBMAHU12AB017FA30,It's Four In The Morning,Faron Young,"['50s', 'alternative country', 'american', 'ballad', 'blues', 'blues-rock', 'chanson', 'classic country', 'classic rock', 'country', 'country blues', 'country folk', 'country pop', 'country rock', 'disco', 'electronic', 'fiddle', 'folk', 'folk rock', 'hard rock', 'honky tonk', 'los angeles', 'male vocalist', 'moje standards', 'nashville sound', 'old country', 'old school', 'oldies', 'pop', 'pop rock', 'rock', ""rock 'n roll"", 'rockabilly', 'singer-songwriter', 'soft rock', 'soul', 'synthpop', 'traditional country', 'united states', 'world']","Shreveport, LA",32.51461,-93.74727,142,1986
SOPTTLQ12A58A7B12B,6TH Avenue Nightmare,Pennywise,"['alternative', 'epic', 'fast', 'guitar', 'hardcore', 'indie', 'melodic', 'melodic hardcore', 'metal', 'modern rock', 'political', 'punk', 'punk revival', 'rock', 'skate punk']","Hermosa Beach, CA",33.86404,-118.39535,201,2005
SOMSGDK12A8C14032F,Background Music: The Greatest Ever Punk Sing-Along! (Live),The Prefects,"['77 style punk', 'alternative rock', 'british punk rock', 'indie rock', 'midlands', 'new wave', 'post-punk', 'punk', 'rock', 'united states']",,,,105,0
SOJFVGM12A8C13E2B2,BOMB SQUAD,Bomb Squad,"['beats', 'british punk rock', 'connecticut', 'electronic', 'funk rock', 'hip hop', 'pop', 'punk', 'rock', 'uk hardcore', 'vocal']",Connecticut,41.51776,-72.75753,110,0
SOOYPCQ12A6D4FC50A,Joy to the World,The Jordanaires & Orion,"['christmas music', 'classic country', 'country', 'country gospel', 'country pop', 'funk soul', 'gospel', 'holiday', 'oldies', 'pop', 'rock', 'rockabilly', 'springfield']","Springfield, MO",37.20897,-93.29156,106,0
SOKQQDO12A8C13471A,The Interrogation,Paul Buckmaster,"['alternative rock', 'ambient', 'british', 'classical', 'composer', 'electro', 'electronic', 'european', 'house', 'instrumental', 'original score', 'progressive rock', 'soundtrack']",,,,162,0
SOZVZWP12A58A7BAD1,Show Me (Acoustic Version),Seal,"['80s', '90s', 'acoustic', 'adult contemporary', 'alternative', 'alternative rock', 'ambient', 'blues', 'british', 'chill-out', 'classic rock', 'dance pop', 'downtempo', 'easy listening', 'electronic', 'electronica', 'england', 'english', 'funk', 'hardcore', 'jazz', 'london', 'lounge', 'male', 'mellow', 'neo soul', 'new wave', 'pop', 'pop rock', 'r&b', 'rock', 'romantic', 'singer-songwriter', 'smooth', 'soft rock', 'soul', 'soundtrack', 'urban']","Paddington, London, England",,,120,0
SOLVZZO12A8C130E19,Give It Up Or Let Me Go,Dixie Chicks,"['acoustic', 'bluegrass', 'classic', 'classic rock', 'contemporary country', 'country', 'country music', 'country pop', 'cover', 'female', 'folk', 'guitar', 'pop', 'rock', 'traditional country', 'trio', 'vocal', 'vocalist']","Austin, TX",,,104,1998
SOQSPFC12AB018C494,Run A Mile,The Pineapple Thief,"['alternative', 'alternative rock', 'art rock', 'beautiful', 'british', 'classic rock', 'crossover prog', 'england', 'experimental', 'experimental rock', 'indie', 'indie rock', 'instrumental', 'masterpiece', 'melancholia', 'mellow', 'modern prog rock', 'neo-progressive', 'new prog', 'pop', 'post rock', 'progressive', 'progressive metal', 'progressive rock', 'psychedelic', 'psychedelic rock', 'relax', 'rock', 'rock progresivo', 'sad', 'space rock', 'trip rock']",,,,140,2006
SOZNTWU12A8C1453CF,Nobody In Mind,Joe Turner,"['60s', '70s', '80s', 'alternative', 'beautiful', 'british', 'classic rock', 'club', 'electro', 'electronic', 'french', 'funk', 'german', 'hard rock', 'hip hop', 'japanese', 'latin', 'pop', 'progressive rock', 'psychedelic', 'psychedelic rock', 'rap', 'rare groove', 'reggae', 'rock', 'ska', 'soul', 'swiss', 'techno', 'underground hip hop', 'united states']",Florida,,,85,0
SOHWNYG12A81C208D4,All Is One,Atman,"['90s', 'acoustic', 'ambient', 'black metal', 'blues-rock', 'brazil', 'brazilian', 'buddamat', 'chill-out', 'country', 'deep house', 'downtempo', 'dub', 'electronic', 'electronica', 'ethnic', 'ethnic fusion', 'experimental', 'folk', 'fusion', 'india', 'indian', 'indiana', 'indie', 'instrumental', 'italy', 'jazz', 'kirtan', 'latin', 'lounge', 'metal', 'neofolk', 'new age', 'oriental', 'poland', 'pop', 'pop rap', 'psychedelic', 'raw black metal', 'relax', 'rock', 'terrascopic', 'tribal', 'trip hop', 'vocal', 'world', 'world beat', 'world fusion', 'world music']",,,,89,1998
SOSJWQO12AC9070E86,Cranford: Deborah's Vigil,Carl Davis,"['alternative', 'blues', 'british pop', 'chicago soul', 'classical', 'composer', 'contemporary classical music', 'illinois', 'instrumental', 'latin', 'mambo', 'movie score composer', 'parody', 'piano', 'pop', 'pop rock', 'r&b', 'rock', 'soul blues', 'soundtrack', 'soundtrack composer', 'urban', 'zommetal']",Bellevue Washington USA,47.61002,-122.18755,81,0
SONYDNP12AB0186DCE,Your Love (Got a Hold of Me) instrumental,George Nooks,"['acid jazz', 'canada', 'caribbean', 'christian', 'conscious', 'dancehall', 'dancehall reggae', 'dub', 'electronic', 'gospel', 'gospel reggae', 'hip hop', 'jamaica', 'lovers rock', 'male vocalist', 'raga', 'reggae', 'roots', 'roots and culture', 'roots reggae', 'roots rock', 'united states', 'world reggae']",,,,180,0
SOLRXEG12A8C13D5E7,Wo You Jin Ri,Justin,"['abstract', 'acoustic', 'adult contemporary', 'alternative rock', 'breakbeat', 'cantonese', 'chinese music', 'coldwave', 'cpop', 'deep house', 'disco', 'downtempo', 'dub', 'electronic', 'european', 'future jazz', 'germany', 'hawaii', 'hawaiian', 'hip hop', 'hong kong', 'house', 'jawaiian', 'jazz', 'jazzdance', 'latin', 'lounge', 'mambo', 'pop', 'pop reggae', 'power pop', 'reggae', 'rock', 'rock steady', 'smooth reggae', 'trance', 'uk garage', 'vocal', 'world']",Georgia,32.67828,-83.22295,120,0
